"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",14615,14668,16333,18035,20767,22699,22867,23476,24007,24282,25017,25107,25522,26663,27648,28265,29472,30696
"01000","Alabama","5","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",4659,4339,5006,5601,6870,8016,8786,9073,9511,9223,8776,7698,7501,7921,7697,7941,8504,8949
"01000","Alabama","5","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",2619,2118,2759,3186,4117,5244,5939,6197,5989,5268,4912,4102,3573,4017,3440,3686,3914,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",342,371,345,350,462,445,416,420,521,562,503,344,564,599,587,674,759,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",1676,1797,1835,1970,2212,2259,2379,2404,2903,3266,3297,3185,3267,3205,3550,3328,3551,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",22,53,67,95,79,68,52,52,98,126,64,66,97,100,120,253,280,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",9956,10329,11328,12434,13896,14683,14081,14403,14496,15059,16241,17409,18021,18742,19951,20323,20968,21747
"01000","Alabama","5","200","Gross domestic product (GDP) by state","57","531","    Real estate",8955,9198,10037,10604,11683,12314,12051,12598,12770,13142,14437,15513,16280,17000,18144,18474,19012,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",1001,1131,1290,1829,2213,2369,2030,1805,1726,1916,1804,1897,1741,1742,1807,1850,1956,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",7418,8081,8685,9033,9648,10330,11375,12319,13172,14186,15143,16223,16120,16729,17091,17429,17670,18127
"01000","Alabama","5","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",4828,5464,5876,6008,6404,6886,7503,8009,8304,9015,9516,10503,10522,10441,10638,10633,10795,10991
"01000","Alabama","5","200","Gross domestic product (GDP) by state","61","5411","    Legal services",1137,1243,1308,1380,1524,1560,1704,1796,1798,1859,1969,2218,2150,2022,2154,2082,2132,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",676,828,926,858,1050,1152,1237,1315,1453,1522,1749,2056,2252,2248,2304,2412,2482,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",3015,3393,3643,3770,3830,4174,4561,4898,5053,5634,5798,6229,6120,6171,6180,6139,6181,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",643,547,581,613,685,727,906,1066,1148,1303,1465,1436,1508,1682,1768,1883,1864,1839
"01000","Alabama","5","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",1947,2069,2228,2412,2559,2716,2966,3244,3720,3867,4161,4283,4090,4605,4685,4912,5011,5297
"01000","Alabama","5","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",1748,1862,2014,2202,2346,2494,2711,2997,3445,3617,3783,3902,3684,3957,4175,4416,4522,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",200,207,214,210,213,222,255,247,274,250,379,381,406,649,511,496,488,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",6809,7058,7340,7810,8300,8930,9356,10073,10653,11370,11751,12436,13121,13377,13707,13926,14335,14811
"01000","Alabama","5","200","Gross domestic product (GDP) by state","69","61","   Educational services",423,440,485,516,511,551,590,672,680,732,812,820,904,941,962,986,994,1043
"01000","Alabama","5","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",6386,6618,6855,7294,7790,8379,8766,9401,9973,10638,10939,11616,12218,12436,12745,12940,13341,13767
"01000","Alabama","5","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",3714,3872,3994,4146,4405,4673,4950,5297,5737,6092,6270,6692,7072,7216,7400,7622,7836,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",2261,2313,2388,2576,2789,3062,3133,3444,3564,3829,3976,4213,4433,4506,4662,4654,4812,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","73","624","    Social assistance",411,433,473,572,595,644,683,659,672,716,694,711,713,713,683,664,693,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2619,2893,3168,3335,3434,3620,3787,3998,4229,4443,4604,4712,4827,4930,5039,5266,5869,6131
"01000","Alabama","5","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",402,410,437,448,435,453,479,525,562,595,635,638,669,640,617,627,661,688
"01000","Alabama","5","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",123,132,129,138,150,159,170,193,210,229,230,247,280,238,218,219,242,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",279,279,309,310,285,295,309,332,352,367,406,392,390,401,399,408,419,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",2217,2482,2731,2888,2998,3166,3308,3473,3666,3848,3969,4074,4157,4291,4423,4639,5207,5443
"01000","Alabama","5","200","Gross domestic product (GDP) by state","79","721","    Accommodation",368,410,455,502,487,501,501,538,590,614,638,676,612,641,695,739,812,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",1849,2072,2276,2386,2512,2665,2807,2935,3076,3234,3330,3397,3545,3650,3728,3900,4395,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",3081,3519,3660,3850,3594,3835,3792,4016,4303,4506,4551,4559,4613,4790,4847,4988,5297,5475
"01000","Alabama","5","200","Gross domestic product (GDP) by state","82","92"," Government",17460,18112,18825,19410,19876,21453,22816,24037,25235,26340,28620,29623,30836,31733,32430,32361,32642,33111
"01000","Alabama","5","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",4700,4918,4900,4786,4437,5355,5629,5775,5924,6212,6573,6590,6826,7193,7706,7641,7570,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","84","...","  Federal military",2086,2060,2040,2030,2130,2384,2724,3058,3336,3516,3763,4017,4370,4433,4484,4460,4393,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","85","...","  State and local",10675,11134,11885,12594,13308,13713,14463,15204,15975,16612,18284,19016,19640,20107,20241,20261,20678,"(NA)"
"01000","Alabama","5","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",3214,3343,3279,3201,3561,2961,3954,4977,5483,5143,5468,6297,4998,5438,5247,5502,6378,5803
"01000","Alabama","5","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",15346,16501,16955,17393,16962,17348,18247,19486,21269,22299,22676,22855,22003,22606,22955,23533,25390,26068
"01000","Alabama","5","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",5853,6135,6569,6827,6935,6823,7172,7827,8132,9076,9216,9563,9462,10256,10595,10435,10925,11107
"01000","Alabama","5","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",27531,29211,30458,31071,31125,30525,32362,38675,41723,43561,43859,43687,38187,40732,43682,46496,48532,49389
"01000","Alabama","5","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",59318,62452,66421,69947,73884,78202,81092,86057,90956,95231,97951,100402,100362,103890,106282,108103,113496,116940
"02000","Alaska","8","200","Gross domestic product (GDP) by state","1","...","All industry total",25763,24067,24727,26932,28942,29808,32125,35510,40277,44867,49365,54853,49655,52673,56939,57941,57276,57080
"02000","Alaska","8","200","Gross domestic product (GDP) by state","2","..."," Private industries",20529,18745,19265,21240,22948,23318,25178,28247,32554,36771,40902,46079,40354,43113,46806,47424,46892,46712
"02000","Alaska","8","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",384,304,331,388,326,281,264,245,264,280,326,360,305,354,403,379,359,434
"02000","Alaska","8","200","Gross domestic product (GDP) by state","4","111-112","   Farms",25,25,25,29,28,28,20,20,20,18,16,12,14,14,11,8,4,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",359,279,305,359,298,253,244,224,244,261,310,348,291,340,392,371,355,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","6","21","  Mining",5702,3249,3278,4501,4104,4608,5267,7263,10422,13802,16475,20252,14304,15505,18172,17942,16092,14736
"02000","Alaska","8","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",4680,2182,2407,3491,2930,3694,4344,6154,9092,11277,13283,17264,11269,11946,14268,14155,12356,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",517,492,468,395,281,254,309,438,561,1318,1825,1433,1686,2166,2467,2271,2192,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",505,576,403,615,892,660,614,670,770,1206,1367,1554,1349,1393,1438,1516,1543,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","10","22","  Utilities",413,397,436,429,432,415,442,470,473,541,532,555,625,685,765,690,733,759
"02000","Alaska","8","200","Gross domestic product (GDP) by state","11","23","  Construction",1123,1173,1224,1290,1415,1547,1748,1911,2100,2074,2123,2055,2141,2156,2126,2225,2351,2544
"02000","Alaska","8","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",896,1154,902,869,980,961,1147,1274,1313,1439,1589,1513,1497,1162,1031,1049,1369,1392
"02000","Alaska","8","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",108,114,109,110,114,115,132,143,164,168,186,183,194,179,159,168,175,182
"02000","Alaska","8","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",29,35,26,20,21,12,10,12,13,15,19,22,18,13,8,9,10,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",24,26,33,36,43,46,59,59,68,65,65,56,56,47,36,36,31,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",1,1,1,2,1,1,1,2,2,1,4,4,3,3,4,3,2,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",21,21,21,25,23,24,27,29,32,33,36,39,42,36,45,57,61,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",5,7,5,5,3,7,6,5,6,6,8,9,12,12,10,8,8,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",2,2,2,2,4,5,6,8,11,13,14,14,19,23,18,19,22,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",3,1,1,1,1,1,2,3,3,5,5,4,4,3,2,1,1,"(NA)"
"02000","Alaska","8","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",3,4,3,1,1,1,1,2,2,2,2,2,1,4,3,2,3,"(NA)"
